stock_code,trading_days,date_span,completeness,max_gap,extreme_changes,max_zero_streak,avg_volume,start_date,end_date,score
688505.SH,859,1288,0.6669254658385093,11.0,0,0,35479.73573923166,2020-06-19,2023-12-29,531.6341689103645
300824.SZ,859,1288,0.6669254658385093,11.0,1,0,30211.832363213038,2020-06-19,2023-12-29,531.6020242809369
688518.SH,858,1285,0.667704280155642,11.0,0,0,51648.90326340326,2020-06-22,2023-12-29,531.3260907436704
688520.SH,858,1285,0.667704280155642,11.0,0,0,15930.913752913753,2020-06-22,2023-12-29,531.0908579295137
600956.SH,855,1278,0.6690140845070423,11.0,0,0,129814.49824561403,2020-06-29,2023-12-29,530.2068865714748
603087.SH,855,1278,0.6690140845070423,11.0,0,0,44557.5216374269,2020-06-29,2023-12-29,529.9930244154868
300839.SZ,854,1277,0.6687548942834769,11.0,4,0,25921.516393442624,2020-06-30,2023-12-29,529.3458075882884
688558.SH,854,1277,0.6687548942834769,11.0,2,0,14168.117096018736,2020-06-30,2023-12-29,529.2249981470756
300846.SZ,853,1276,0.6684952978056427,11.0,3,0,197218.31184056273,2020-07-01,2023-12-29,529.2127090001628
688528.SH,853,1276,0.6684952978056427,11.0,0,0,7844.083235638922,2020-07-01,2023-12-29,528.5678231258734
300843.SZ,852,1275,0.668235294117647,11.0,2,0,24826.924882629108,2020-07-02,2023-12-29,528.2592389780508
300845.SZ,851,1274,0.6679748822605965,11.0,5,0,30671.725029377205,2020-07-03,2023-12-29,527.7624581597211
688600.SH,851,1274,0.6679748822605965,11.0,1,0,13308.902467685077,2020-07-03,2023-12-29,527.5954850558126
688277.SH,849,1270,0.668503937007874,11.0,2,0,40234.18845700825,2020-07-07,2023-12-29,526.8960899964763
300840.SZ,848,1269,0.6682427107959023,11.0,4,0,55381.17924528302,2020-07-08,2023-12-29,526.4208092487281
688568.SH,848,1269,0.6682427107959023,11.0,2,0,15054.143867924528,2020-07-08,2023-12-29,526.1603016187905
688377.SH,848,1269,0.6682427107959023,11.0,0,0,12616.568396226416,2020-07-08,2023-12-29,526.1249757071739
